,URL,Вопрос,Ответ
544,http://www.cbr.ru/Reception/TopicalMessage/Page/3402,"Что делать, если с вашей банковской карты незаконно списали деньги?",Также читайте рекомендации для владельцев пластиковых карт от «Финансовой культуры».
545,http://www.cbr.ru/Reception/TopicalMessage/Page/3403,Должен ли банк вернуть украденные со счета деньги?,"По закону (ст. 9 «О Национальной платежной системе») банк обязан вернуть (в течение 30 дней по переводам внутри России, в течение 60 дней — по трансграничным переводам) украденные деньги, если хищение произошло не по вашей вине. Но если вы сообщили мошеннику личные и финансовые сведения (данные карты и владельца, трехзначный код с оборотной стороны карты или СМС-код) то банк не обязан возвращать украденные деньги."
546,http://www.cbr.ru/Reception/TopicalMessage/Page/3404,"Что делать, если банк заблокировал карту?","Во-первых, не волнуйтесь, деньги, размещенные на счете, при блокировке остаются в полной сохранности, после решения проблемы вы получите к ним доступ."
547,http://www.cbr.ru/Reception/TopicalMessage/Page/3405,Как узнать фишинговый сайт и как не стать жертвой фишинга?,"В Интернете множество фишинговых сайтов — это подделки под сайты настоящих финансовых (банков, страховых компаний и др.) или любых других организаций, которые сильно похожи на официальный сайт компании. Цель фишинговых сайтов — выманить личные и финансовые данные, которые нужны мошенникам для кражи денег."
548,http://www.cbr.ru/Reception/TopicalMessage/Page/3406,"На чем играют мошенники, чтобы выманить у вас нужную им информацию?","Есть основные признаки того, что с вами разговаривает мошенник: собеседник активно использует ваше чувство страха (ваша карта заблокирована, вы можете потерять деньги, данные украдены и т.д.), собеседник давит на жажду наживы (пройдите опрос и получите вознаграждение, получите компенсацию, выплату, очень выгодные условия по кредиту или вкладу и т.д.). При этом от вас требуют срочно принять решение и совершить некоторые действия: сообщить персональные данные, проделать какие-то манипуляции с банковской картой. В противном случае вам угрожают потерей денег или возможности получить их."
549,http://www.cbr.ru/Reception/TopicalMessage/Page/3410,При оформлении договора потребительского кредитования мне навязывают дополнительные услуги. Что делать?,"Все дополнительные услуги, приобретаемые при оформлении потребительского кредита за отдельную плату, должны быть прописаны в заявлении о предоставлении кредита, содержащем в себе стоимость услуг и согласие заёмщика на их покупку (ч.2 ст.7 Федерального закона от 21.12.2013 № 353-ФЗ «О потребительском кредите (займе)». Кроме того, кредитная организация обязана обеспечить заемщику возможность отказа от приобретения данной услуги."
550,http://www.cbr.ru/Reception/TopicalMessage/Page/3411,Что такое ипотечные каникулы и как их взять?,"Ипотечные каникулы — льготный период, в течение которого заёмщик может уменьшить или приостановить выплаты по кредитному договору (договору займа), обязательства по которому обеспечены залогом жилья, на срок до 6 месяцев. И на это время заёмщик полностью защищен: кредитор не может ни расторгнуть договор досрочно, ни взыскать ипотечное жильё. При этом срок возврата такого кредита (займа) увеличивается на срок предоставленных каникул."
551,http://www.cbr.ru/Reception/TopicalMessage/Page/3412,Что такое мобильное приложение «Помощник ОСАГО»? Для чего оно нужно?,Мобильное приложение «Помощник ОСАГО» позволяет заполнить извещение о ДТП без вызова на место аварии сотрудников ГИБДД.
552,http://www.cbr.ru/Reception/TopicalMessage/Page/3413,"Включается ли в отчетность по форме 0409303 следующая информация об операции? Между кредитной организацией и клиентом заключен бессрочный договор об общих условиях сотрудничества, в рамках которого проводятся конверсионные операции и осуществляется ежедневный неттинг по сделкам. По состоянию на отчетную дату в связи с неуплатой суммы неттинга задолженность клиента была отражена в отчетности по форме 0409115 «Информация о качестве активов кредитной организации» в разделе 1 по строке 2.1 «Требования к юридическим лицам (кроме кредитных организаций), предоставленные кредиты (займы), размещенные депозиты».","Денежные требования кредитной организации к ее клиенту, возникшие в результате осуществления ежедневного неттинга по сделкам, в настоящее время не подлежат отражению в отчетности по форме 0409303."
553,http://www.cbr.ru/Reception/TopicalMessage/Page/3415,"Что следует указывать в графах 7 и 8 раздела 3 по траншу, предоставленному в отчетном периоде, если дата погашения задолженности по кредитной линии была изменена (действующая по состоянию на 1-ое число месяца, следующего за отчетным, дата погашения не совпадает с датой погашения, первоначально предусмотренной договором о предоставлении ссуды) до отчетного периода?","Так как транш предоставлен после изменения даты погашения ссудной задолженности, первоначально предусмотренной датой погашения для него является дата, действующая на момент выдачи. Таким образом, первоначальные условия договора отличаются для отдельных траншей, поэтому графу 7 раздела 3 следует заполнить в дополнительных строках по траншам. В графе 8 раздела 3 по всем траншам следует отразить действующую по состоянию на 1-ое число месяца, следующего за отчетным, дату погашения ссудной задолженности."
554,http://www.cbr.ru/Reception/TopicalMessage/Page/3416,"Какую дату следует отражать в графах 7 и 8 раздела 3 в случае, если дата погашения ссудной задолженности приходится на выходной день и фактически погашение будет произведено в первый рабочий день после даты, указанной в условиях договора?","В соответствии с пунктом 6.7 Порядка составления и представления отчетности по форме 0409303, в случае если дата погашения ссудной задолженности по договору приходится на нерабочий день, значения в графах 7 и 8 раздела 3 при отсутствии дополнительных соглашений об изменении даты не подлежат корректировке. Таким образом, в описанном случае следует отражать даты, указанные в условиях договора."
555,http://www.cbr.ru/Reception/TopicalMessage/Page/3417,Как правильно заполнять графу 13 Раздела 3 Отчета?,"В графе 13 Раздела 3 Отчета указывается первоначальный период фиксации (при наличии) процентной ставки, указанной в договоре о предоставлении ссуды (договоре о приобретении прав требования), в днях. Первоначальный период фиксации определяется исходя из сведений, первоначально предусмотренных договором о предоставлении ссуды. Срок не корректируется в случае изменения даты окончательного погашения задолженности (в графе 8 Раздела 3 Отчета)."
556,http://www.cbr.ru/Reception/TopicalMessage/Page/3418,"Следует ли заполнять графу 15 Раздела 3 Отчета кодом «ДП» в случае, если кредит выдается на цели реконструкции/ремонта объектов, принадлежащих заемщику, предполагая, что стоимость объекта после реконструкции/ремонта увеличится?","В графе 15 Раздела 3 следует указывать код «ДП» при условии, что погашение процентных платежей и основного долга по предоставленной ссуде будет осуществляется в основном за счет денежных средств, поступивших от продажи или эксплуатации реконструированного/ремонтируемого объекта недвижимости."
557,http://www.cbr.ru/Reception/TopicalMessage/Page/3419,"Следует ли заполнять графу 15 Раздела 3 Отчета кодом «ДП» в случае, если отсутствует возможность определения, за счет каких поступлений (от основной деятельности или от продажи или эксплуатации создаваемого (строящегося) или реконструируемого объекта недвижимости) происходит гашение обязательств клиента перед банком, так как денежные потоки от строящегося объекта в модель не оцениваются (не учитываются при принятии решения о кредитовании). 
Например, есть старый коровник. Клиент планирует его реконструировать, коров переводит на момент реконструкции в запасной. После окончания реконструкции стадо переводят в новый коровник. В итоге общее стадо не увеличивается. Доходы от бизнеса не увеличиваются.","В рамках вышеуказанного примера в графе 15 раздела 3 не следует указывать код «ДП», в связи с тем что погашение кредита осуществляется за счет выручки от сельскохозяйственной деятельности. В случае если строительство коровника осуществляет сторонняя компания и погашение ссуды будет осуществляться за счет сдачи в аренду данного коровника или за счет его последующей продажи, следует указывать код «ДП»."
558,http://www.cbr.ru/Reception/TopicalMessage/Page/3420,"Следует ли включать в графу 6 раздела 5 суммы по ссудам, выданным и пролонгированным в течение отчетного периода?","Да, такие суммы отражаются как в графе 8 раздела 5, так и в графе 6 раздела 5."
559,http://www.cbr.ru/Reception/TopicalMessage/Page/3421,"Следует ли включать в графу 8 раздела 5 суммы по переводу долга от одного заемщика другому, осуществленному в отчетном периоде, и по договору с действующим заемщиком, содержащим иной способ исполнения обязательств (например, при заключении мирового соглашения или новации) в отчетном периоде, в котором изменился способ исполнения обязательства?",Указанные суммы не отражаются в графе 8 раздела 5.
560,http://www.cbr.ru/Reception/TopicalMessage/Page/3423,"Как правильно отражать в графе 13 раздела 6 информацию о кодах по ссудам, относящимся к активам с повышенным коэффициентом риска в связи с внесением изменений в Инструкцию Банка России от 28.06.2017 № 180-И «Об обязательных нормативах банков»?","В связи с началом действия с 08.10.2018 Указания Банка России от 31.08.2018 № 4892- У «О видах активов, характеристиках видов активов, к которым устанавливаются надбавки к коэффициентам риска, и методике применения к указанным видам активов надбавок в целях расчета кредитными организациями нормативов достаточности капитала» (далее — Указание № 4892-У) в графе 13 раздела 6 следует указывать коды не более чем по одному виду активов, предусмотренному приложением 8 к Указанию № 4892-У, в формате «ХХХХ» (например, «6006»)."
561,http://www.cbr.ru/Reception/TopicalMessage/Page/3426,"Должен ли адрес фактического нахождения ломбарда, указываемый в графе 11 подраздела 1 раздела I формы 0420890, совпадать с адресом государственной регистрации и являться постоянным?","С учетом норм пункта 2 Порядка составления и представления отчетности по форме 0420890 адрес фактического нахождения ломбарда, указываемый в графе 11 подраздела 1 раздела I, может не совпадать с адресом государственной регистрации и являться не постоянным, так как определяется местом ведения деятельности с наибольшим объемом предоставленных займов."
562,http://www.cbr.ru/Reception/TopicalMessage/Page/3427,"Следует ли в подразделе 1 раздела I формы 0420890 указывать адрес сайта в сети Интернет, если ломбард пользуется им на основании договора с владельцем сайта об оказании рекламно-информационных услуг?",
563,http://www.cbr.ru/Reception/TopicalMessage/Page/3428,Что является основанием для указания в графе 13 подраздела 2 раздела I формы 0420890 наименования и номера обособленного подразделения ломбарда?,"В графе 13 подраздела 2 раздела I формы 0420890 указываются наименование и (или) номер обособленного подразделения ломбарда, соответствующие указанным в его учредительных документах, прошедших государственную регистрацию в уполномоченном федеральном органе исполнительной власти."
564,http://www.cbr.ru/Reception/TopicalMessage/Page/3432,"Каков порядок заполнения строк 3.1 и 3.2, 3.3.1, 3.3.2 раздела II отчетности по форме 0420820 «Отчет о деятельности кредитного потребительского кооператива»?",В соответствии с пунктом 12 Порядка составления отчетности по форме 0420820 показатели раздела II указываются в соответствии с требованиями законодательства Российской Федерации о бухгалтерском учете.
565,http://www.cbr.ru/Reception/TopicalMessage/Page/3445,"Какими нормативными актами Банка России следует руководствоваться при подготовке документов, связанных с регистрацией кредитных организаций и выдачей им лицензии?",Необходимо руководствоваться следующими нормативными актами:
566,http://www.cbr.ru/Reception/TopicalMessage/Page/3446,"Какими нормативными актами Банка России следует руководствоваться при подготовке документов, связанных с расширением деятельности кредитных организаций путем получения лицензий на осуществление банковских операций?","Требования, которые должны выполнять кредитные организации, ходатайствующие о получении лицензии, расширяющей перечень выполняемых операций, а также порядок получения лицензий установлены Инструкцией Банка России от 02.04.2010 № 135-И «О порядке принятия Банком России решения о государственной регистрации кредитных организаций и выдаче лицензий на осуществление банковских операций»."
567,http://www.cbr.ru/Reception/TopicalMessage/Page/3447,Какие нормативные акты Банка России устанавливают особенности при государственной регистрации выпусков эмиссионных ценных бумаг финансовых организаций?,Указание Банка России от 16.06.2015 № 3681-У «Об особенностях процедуры эмиссии акций банка при осуществлении государственной корпорацией „Агентство по страхованию вкладов“ мер по предупреждению банкротства банка»;
568,http://www.cbr.ru/Reception/TopicalMessage/Page/3450,"Возможно ли образование дробных облигаций, в том числе при осуществлении акционерами преимущественного права приобретения облигаций, конвертируемых в акции?",Выпуск и обращение дробных облигаций законодательством Российской Федерации по ценным бумагам не предусмотрены.
569,http://www.cbr.ru/Reception/TopicalMessage/Page/3451,"Обязана ли организация — эмитент представлять отчет об итогах выпуска (дополнительного выпуска) эмиссионных ценных бумаг в Банк России в случае, если в срок, установленный решением о выпуске (дополнительном выпуске) таких ценных бумаг или условиями их размещения, не было размещено ни одной ценной бумаги?","Да, эмитент обязан представить отчет об итогах выпуска (дополнительного выпуска) ценных бумаг даже в случае, если ни одна ценная бумага не была размещена (исключение составляют те случаи, когда вместо отчета об итогах выпуска (дополнительного выпуска) ценных бумаг в Банк России представляется уведомление об итогах выпуска (дополнительного выпуска) ценных бумаг (более подробно о случаях, в которых в Банк России представляется уведомление об итогах выпуска (дополнительного выпуска) ценных бумаг можно прочитать в статье 25 Федерального закона от 22.04.1996 № 39-ФЗ «О рынке ценных бумаг»). Такое уведомление представляется регистратором или депозитарием, осуществляющим учет прав на ценные бумаги."
570,http://www.cbr.ru/Reception/TopicalMessage/Page/3452,В каких случаях необходимо получать согласие Банка России на приобретение акций (долей) кредитных организаций?,"Приобретение (за исключением случая, если акции (доли) приобретаются при учреждении кредитной организации) и (или) получение в доверительное управление в результате осуществления одной сделки или нескольких сделок одним юридическим либо физическим лицом свыше 1% акций (долей) кредитной организации требуют уведомления Банка России, а более 10% — предварительного согласия Банка России."
571,http://www.cbr.ru/Reception/TopicalMessage/Page/3454,По каким реквизитам следует оплачивать государственную пошлину за выдачу лицензии профессионального участника рынка ценных бумаг?,Реквизиты для оплаты государственной пошлины размещены на официальном сайте Банка России.
572,http://www.cbr.ru/Reception/TopicalMessage/Page/3456,"Какие нормативно-правовые акты, устанавливают требования для получения лицензии профессионального участника?","Нормативным актом, регулирующим порядок и сроки лицензирования, а также перечень документов, необходимых для получения лицензии профессионального участника, является Положение Банка России от 29.06.2022 № 798-П."
573,http://www.cbr.ru/Reception/TopicalMessage/Page/3457,Куда подавать заявление о внесении изменений в реестр аттестованных лиц?,"В территориальное учреждение Банка России (в соответствии с Административным регламентом предоставления Федеральной службой по финансовым рынкам государственной услуги по ведению реестра аттестованных лиц, утвержденным приказом ФСФР России от 16.05.2013 № 13-41/пз-н, и пунктом 18 Положения о специалистах финансового рынка, утвержденного приказом ФСФР России от 28.01.2010 № 10-4/пз-н)."
574,http://www.cbr.ru/Reception/TopicalMessage/Page/3458,Где можно посмотреть образец заявления о внесении изменений в реестр аттестованных лиц?,"В Приложении № 4 к Административному регламенту предоставления Федеральной службой по финансовым рынкам государственной услуги по ведению реестра аттестованных лиц, утвержденного приказом ФСФР России от 16.05.2013 № 13-41/пз-н."
575,http://www.cbr.ru/Reception/TopicalMessage/Page/3459,Какие документы нужно прикладывать к заявлению о внесении изменений в реестр аттестованных лиц?,"Копии квалификационного аттестата и документов, подтверждающих изменения, которые должны быть заверены (п. 26 Административного регламента предоставления Федеральной службой по финансовым рынкам государственной услуги по ведению реестра аттестованных лиц, утвержденного приказом ФСФР России от 16.05.2013 № 13-41/пз-н)."
576,http://www.cbr.ru/Reception/TopicalMessage/Page/3460,"Как должны быть заверены копии документов, прикладываемых к заявлению о внесении изменений в реестр аттестованных лиц?","Документы, представленные в Банк России на бумажных носителях, должны быть заверены печатью заявителя (в случае если заявитель является юридическим лицом) или подписью заявителя с расшифровкой подписи (в случае если заявитель является физическим лицом). Документы, содержащие более одного листа, должны быть прошиты, страницы документа пронумерованы, на прошивке указывается количество листов, подпись заявителя с расшифровкой подписи (в случае если заявитель — физическое лицо) или подпись уполномоченного лица заявителя с расшифровкой подписи и указанием его должности, заверенная печатью (в случае если заявитель является юридическим лицом) (п. 29 Административного регламента предоставления Федеральной службой по финансовым рынкам государственной услуги по ведению реестра аттестованных лиц, утвержденного приказом ФСФР России от 16.05.2013 № 13-41/пз-н)."
577,http://www.cbr.ru/Reception/TopicalMessage/Page/3461,Как получить дубликат квалификационного аттестата?,"В соответствии с пунктом 1 статьи 49 Федерального закона от 23.07.2013 № 251-ФЗ и пунктом 11 Положения о специалистах финансового рынка в случае утраты или порчи квалификационного аттестата, выданного ФСФР России или ФКЦБ России, аттестованное лицо вправе обратиться за получением его дубликата в Банк России с заявлением, содержащим фамилию, имя, отчество (при наличии), дату рождения, почтовый адрес, контактный телефон и личную подпись аттестованного лица, дату написания заявления, название территориального учреждения Банка России, в которое необходимо направить дубликат квалификационного аттестата для выдачи на руки, с приложением копии утраченного квалификационного аттестата (при наличии), либо выписки из реестра аттестованных лиц (при наличии), либо сведений о типе утраченного аттестата либо испорченного квалификационного аттестата, объяснений причин утраты или порчи квалификационного аттестата и платежного документа, подтверждающего факт уплаты указанным лицом государственной пошлины за выдачу дубликата квалификационного аттестата, взимаемой в соответствии с законодательством Российской Федерации о налогах и сборах."
578,http://www.cbr.ru/Reception/TopicalMessage/Page/3462,Сколько составляет государственная пошлина за выдачу дубликата квалификационного аттестата?,"В соответствии с подпунктом 72 пункта 1 статьи 333.33 Налогового кодекса Российской Федерации за выдачу дубликата аттестата, свидетельства либо иного документа, подтверждающего уровень квалификации, в связи с его утерей или порчей уплачивается государственная пошлина в размере 1300 рублей."
579,http://www.cbr.ru/Reception/TopicalMessage/Page/3463,Где можно посмотреть реквизиты для оплаты государственной пошлины за выдачу дубликата квалификационного аттестата?,Реквизиты для оплаты государственной пошлины за выдачу дубликата квалификационного аттестата размещены на официальном сайте Банка России в разделе «Национальная платежная система/Администрирование отдельных видов доходов/Реквизиты ЦА Банка России»:
580,http://www.cbr.ru/Reception/TopicalMessage/Page/3464,Какие документы необходимо представить для внесения сведений о кредитном потребительском кооперативе (сельскохозяйственном кредитном потребительском кооперативе) в государственный реестр кредитных потребительских кооперативов (государственный реестр сельскохозяйственных потребительских кооперативов)?,"Государственный реестр кредитных потребительских кооперативов, государственный реестр сельскохозяйственных потребительских кооперативов в соответствии п. 4 ч. 2 ст. 5 Федерального закона от 18.07.2009 № 190-ФЗ «О кредитной кооперации», пп. 2 п. 1 ст. 40.2 Федерального закона от 08.12.1995 № 193-ФЗ «О сельскохозяйственной кооперации» ведутся Банком России на основе сведений, полученных от Федеральной налоговой службы."
581,http://www.cbr.ru/Reception/TopicalMessage/Page/3466,Какие документы необходимо представить для внесения сведений о жилищном накопительном кооперативе в реестр жилищных накопительных кооперативов?,"Реестр жилищных накопительных в соответствии с ч. 1 ст. 15 Федерального закона от 30.12.2004 № 215-ФЗ «О жилищных накопительных кооперативах» ведется Банком России на основании сведений, предоставляемых Федеральной налоговой службой. В связи с этим представление кооперативами каких-либо документов для внесения сведений в реестр не требуется."
582,http://www.cbr.ru/Reception/TopicalMessage/Page/3467,В каком формате необходимо представлять в Банк России документы для государственной регистрации выпусков ценных бумаг в электронном виде?,"Документы, представляемые для государственной регистрации выпусков ценных бумаг в электронной форме через личный кабинет, должны направляться в виде файлов в форматах *.doc, *.docx, *.pdf. Помимо указанных форматов часть документов также должна представляться в XML-формате (это документы, составленные в соответствии с приложениями 1 — 7, 20 — 21, 26, 30 и 35 к Положению Банка России от 19.12.2019 № 706-П «О стандартах эмиссии ценных бумаг»). Более подробно о форматах документов, представляемых через личный кабинет, и иных требованиях к таким документам можно прочитать в пункте 22.2 Стандартов эмиссии ценных бумаг."
583,http://www.cbr.ru/Reception/TopicalMessage/Page/3470,"Можно ли узнать у вас состав акционеров определенного общества? Можно ли узнать у вас, какими акциями владеет лицо (юридическое лицо или физическое лицо)?","Нет, ведение реестра акционеров акционерных обществ осуществляют профессиональные участники рынка ценных бумаг — регистраторы. Банк России такой информацией не обладает, так как не ведет реестры акционеров."
584,http://www.cbr.ru/Reception/TopicalMessage/Page/3471,"Куда направлять добровольное предложение о приобретении более 30% акций акционерного общества, обязательное предложение о приобретении акций акционерного общества, уведомление о праве требовать выкуп, требование о выкупе ценных бумаг?","Указанные документы необходимо подавать в Департамент корпоративных отношений Банка России в случае приобретения ценных бумаг акционерных обществ, являющихся кредитными организациями, либо обществ, включенных в Список эмитентов, регистрация выпусков (дополнительных выпусков) эмиссионных ценных бумаг, проспектов ценных бумаг и отчетов об итогах выпуска (дополнительного выпуска) эмиссионных ценных бумаг которых, а также контроль за соблюдением законодательства Российской Федерации об акционерных обществах и ценных бумагах за которыми осуществляются Департаментом корпоративных отношений, утверждаемый распорядительным актом Банка России. В отношении иных акционерных обществ указанные документы необходимо направлять в территориальные учреждения Банка России по месту нахождения этих обществ в соответствии с пунктами 20.2, 20.3 Положения Банка России от 19.12.2019 № 706-П «О стандартах эмиссии ценных бумаг»."
585,http://www.cbr.ru/Reception/TopicalMessage/Page/3472,В соответствии с какими нормативно-правовыми актами должны осуществляться процедуры приобретения более 30% акций акционерных обществ?,"Порядок и сроки осуществления указанных процедур должны соответствовать требованиям главы XI.1 Федерального закона от 26.12.1995 № 208-ФЗ «Об акционерных обществах», а также Положения Банка России от 05.07.2015 № 477-П «О требованиях к порядку совершения отдельных действий в связи с приобретением более 30 процентов акций акционерного общества и об осуществлении государственного контроля за приобретением акций акционерного общества»."
586,http://www.cbr.ru/Reception/TopicalMessage/Page/3474,В отношении работников каких обществ может быть направлено в Банк России обращение о выдаче заключения о состоянии деятельности в сфере обращения ценных бумаг?,"Порядок оформления и представления документов о награждении содержится в Методических рекомендациях о порядке оформления и представления документов о награждении государственными наградами Российской Федерации, направленных в Управление Президента Российской Федерации по государственным наградам письмом Администрации Президента Российской Федерации от 04.04.2012 № АК-3560. Указанные рекомендации предусматривают приложение Заключения к представлению о награждении только в случае рассмотрения вопроса о награждении государственной наградой Российской Федерации ответственных за корпоративное управление работников акционерных обществ."
